nodeId	coords	edges
4858268_5	[47.379008715720225, 8.541343682739948, 454.03909908328205]	['4865370_0', '6247125_0', '6159931_0']
6133068_7	[47.38997522271407, 8.521609203601749, 450.5279204938561]	['6234850_0']
6245318_13	[47.3741560460837, 8.540980243900375, 455.7533056335524]	['6245318_0']
4865202_7	[47.385239525222026, 8.543980434689423, 499.52794653829187]	['4857992_6', '6128138_5', '4865202_0']
4865202_0	[47.384512343523774, 8.54297217722888, 492.9338884400204]	['4868711_0', '4870872_0', '4865202_7']
4861822_0	[47.38024899550904, 8.539722361977894, 453.5284503120929]	['4861833_0', '4861822_5', '4865354_0']
6115773_3	[47.37216089855296, 8.540792705894894, 463.10777225811034]	['4869042_1', '6115769_5', '4865962_0']
6131184_1	[47.387536310622515, 8.532463778736876, 455.5854647299275]	['6131185_4']
4868709_0	[47.38468688958691, 8.539986227028388, 478.46743550524116]	['4861363_0', '4868706_0', '6246584_0']
6114126_0	[47.363028574041664, 8.528756325541833, 482.87704164441675]	['6113593_0']
6240893_0	[47.366573148311744, 8.533065791793268, 456.19133326318115]	['4869968_0', '6117198_4', '6240889_1']
4858368_0	[47.374101509488156, 8.522207885234257, 459.1573469126597]	['4869786_1', '4858088_2', '4865572_0']
6244886_0	[47.370687962370695, 8.531959002533286, 460.4165667472407]	['4869083_0', '4862307_1', '6244879_1']
6133222_15	[47.391153639491996, 8.515791828179282, 449.50964184477925]	['6133220_0']
4859297_3	[47.382687007537875, 8.543536162937894, 490.10515268612653]	['6246716_0', '6246716_0', '4865358_11']
6145019_2	[47.38072127846718, 8.524202741768729, 455.1438216464594]	['4868743_0']
4862677_3	[47.365810789911656, 8.55262280459143, 472.03162813559175]	['4857461_6', '4867998_0', '4862677_0']
4861348_0	[47.38621395327645, 8.518097575638732, 459.02841279283166]	['4857983_0', '4857820_1', '4861639_0', '6132174_5', '6265805_0']
4868706_0	[47.38527163538851, 8.539903058285896, 480.8719709003344]	['4863780_0', '6166479_2', '4868709_0']
6114372_0	[47.36887190673492, 8.523128190519488, 461.2612548135221]	['4860963_5', '6114374_1', '6114372_9']
6114372_9	[47.36935506919278, 8.523567757812682, 461.00953501742333]	['6114374_1', '4859216_0', '6114372_0']
6245168_12	[47.375307209999335, 8.547245187790146, 495.64094282127917]	['6115699_3', '4868927_9', '4858177_0']
4857983_10	[47.39055074002569, 8.522322276970165, 457.76367898937315]	['4857983_7']
4865565_6	[47.3746647442161, 8.549589005295278, 495.4672776479274]	['6106814_0', '4858497_8', '4865789_3']
4860984_0	[47.366946367895444, 8.522906090545561, 462.01856992486864]	['4866610_0', '4857457_4', '4860984_8']
6036740_0	[47.378114642735014, 8.510535340319837, 458.7244515903294]	['4861349_0']
4868902_0	[47.37652602050965, 8.534781569335138, 456.48628027085215]	['4868902_1', '6115946_0', '4869506_0', '4869505_0']
6115969_1	[47.37441567905361, 8.541818362412963, 455.9387739514932]	['4865795_4', '4861945_1', '6115381_8']
4856951_9	[47.39019060266586, 8.537722523853077, 494.1551388455555]	['4865053_0', '4857961_0', '4856951_0']
6233870_6	[47.38968295311709, 8.513071200846134, 455.6292701885104]	['6233955_1', '6233954_4', '6233867_6']
6129712_0	[47.38709565756182, 8.536471997222542, 473.75659647677094]	['4861634_0', '4867585_10', '6129715_0']
6245349_1	[47.37112283499967, 8.518927293606431, 461.404524368234]	['4869089_0', '4862087_1', '4862100_0']
4868020_4	[47.36358187332063, 8.535172855005124, 455.48611841071397]	['4862712_8', '4868040_3', '4859466_1']
4865522_2	[47.37458399834684, 8.53868004592512, 457.8474915660918]	['4861947_3', '4861928_1', '6116901_4']
4870871_0	[47.391318813781844, 8.533932520153805, 484.49896590970457]	['4863748_4']
6106506_0	[47.37247623347034, 8.545754150510751, 461.1269355500117]	['4869551_10', '4866002_0', '6105061_9']
4862497_0	[47.37301369991379, 8.514414295145073, 462.7480560205877]	['4862497_1', '4861940_0', '4861936_1', '4858508_0']
4862497_1	[47.3733268781276, 8.514968739832337, 462.0576706016436]	['4862497_0', '4858500_3', '6049122_8', '4869044_3']
6115699_3	[47.375322850626006, 8.547321322726637, 495.3888246361166]	['4862287_0', '6245168_12', '6245166_0']
6481179_1	[47.382180144000834, 8.515884743982717, 454.17031797301024]	['6388219_1', '6133266_0', '6037025_0']
6265807_4	[47.385965231216055, 8.518001948853673, 451.13616763427854]	['6265807_5', '6235139_1', '4857820_1', '4861683_8']
6265807_5	[47.38622023945484, 8.518263232977926, 450.75222973059863]	['6265807_4', '4861639_2', '6132174_5', '6132173_0', '6234836_0']
6127906_5	[47.3798114614564, 8.543608820522929, 468.5526911383495]	['6127900_3']
4868884_0	[47.378039151088416, 8.54810038674756, 504.38385164458305]	['6060608_4', '4858261_0', '4862263_0']
4859450_3	[47.36546437330541, 8.535206875318439, 455.6401081001386]	['4859466_1', '4864437_0', '4860991_1', '4862686_1']
4861831_12	[47.38114390510331, 8.539053328894557, 453.3187555903569]	['6159919_0', '4858245_0', '4861831_0']
6145024_3	[47.37785221827256, 8.525179610853439, 456.7214336320758]	['4865198_1', '4869328_11', '4858155_2']
4866616_2	[47.36715148580649, 8.521307023250648, 462.1726353466511]	['4859438_1', '4857457_4', '4869974_3', '4857453_0']
4862299_2	[47.37447278662846, 8.540355772306128, 464.3800971051678]	['4862298_0', '4862298_3', '4858092_0', '6115560_0']
6128161_0	[47.387014307253914, 8.538319552033464, 482.33095110114664]	['4856970_5', '4751007_3', '4863935_1']
4869050_0	[47.37496842935524, 8.525985452274178, 458.0612544696778]	['4865787_0', '6388270_0', '4859166_4']
6127917_0	[47.380246436288004, 8.542862746127257, 463.2462920062244]	['6235366_13', '6127916_0', '6127903_11']
6125662_5	[47.382572887171754, 8.554733246454438, 572.8071581283584]	['6125662_0', '6166589_2', '6125598_0']
4862091_4	[47.37144269282851, 8.511826567169544, 466.1558105358854]	['4866242_3', '4869078_0', '4862091_0', '4862504_4']
4862091_0	[47.37086426965738, 8.51260527813354, 466.9445588029921]	['4858539_4', '4862512_0', '4862091_4']
4858177_0	[47.37690488543086, 8.546592798003523, 496.1603738050908]	['4862287_0', '6245168_12', '6245190_0']
6166536_0	[47.386501745944244, 8.52349900553886, 451.4272225620225]	['6166537_0', '6166536_4', '6166530_0']
4864830_0	[47.3697140624376, 8.545385231848297, 472.20461260993034]	['4864828_10', '4858541_0', '4862107_5']
4860384_2	[47.380034117216326, 8.536913568798767, 454.1738487947732]	['4858597_1', '4860379_0', '6150053_0']
4861942_3	[47.37149623562523, 8.5415172795542, 455.58979983162135]	['4864812_10', '4858086_0', '4861942_0']
4861942_0	[47.37153654897182, 8.541843574695323, 456.0313642695546]	['6245433_0', '6174181_2', '4861942_3']
4862463_0	[47.36854752368029, 8.53725055912017, 456.46789776254445]	['4857437_3', '4867954_0', '4860953_0']
6245714_7	[47.371451806596, 8.524796908744293, 460.2927532372996]	['4859188_7', '4869552_1', '6245712_2']
4865370_0	[47.379196396121166, 8.541264821258858, 453.71768185216933]	['4858268_5', '4858117_0', '6159895_17']
4865403_1	[47.37488302225638, 8.544618491635454, 460.0547143500298]	['4865403_0', '4865405_0', '4862284_2']
4858943_0	[47.37555050641171, 8.544569858489329, 459.8769974820316]	['4862284_2', '4861646_0', '4858190_0']
4857433_0	[47.3688253113092, 8.53032723786674, 466.9801353691146]	['4859140_0', '4869458_0', '6114347_2']
4859168_1	[47.37353280652811, 8.545234249256078, 460.95466519799083]	['4859168_0', '4858375_0', '4861948_1']
4859168_0	[47.373770029722856, 8.545057445893413, 460.8422159962356]	['4859168_1', '4861955_0', '6105036_4']
6388434_2	[47.37291642538677, 8.542759139661625, 454.9607914984226]	['6247119_0', '6388359_2', '4859180_2']
4857965_4	[47.38921941523505, 8.544062396942444, 523.829323425889]	['6128380_3', '6128245_9', '4857969_4']
6388270_0	[47.37455692806089, 8.525376367500922, 458.10495588183403]	['4859166_0', '4869050_0', '4865545_0']
6246067_0	[47.37509012294373, 8.518655031693548, 459.68630198109895]	['6114778_1', '4865550_7', '6246069_0']
4862307_1	[47.37196212854323, 8.533318423408904, 455.4188279118389]	['6244865_1', '6244886_0', '6227659_0']
6234122_0	[47.38874109736776, 8.515748785619797, 449.2820773627609]	['6234122_1', '6234481_1', '6389359_0']
6115564_1	[47.37442657700621, 8.541589865035103, 456.1239754566923]	['4862298_3', '4865795_4', '4865982_7']
6240872_0	[47.363544988525206, 8.535071918237499, 455.363317579031]	['4862712_8', '6114093_5', '6114093_0']
4865982_7	[47.374121800735885, 8.54139138911509, 460.36398180015385]	['6245318_0', '6115381_8', '6115564_1']
4858517_0	[47.37121267216173, 8.539829219167736, 457.44125129655004]	['4858517_1', '4858084_1', '4859197_10']
4858517_1	[47.37112624855004, 8.539304089792848, 457.522009097971]	['4858517_0', '4858519_0', '4865974_0']
4865402_6	[47.37497570712591, 8.53707076283218, 456.4600765891373]	['4861921_1', '4865546_11', '4865402_0']
4865402_0	[47.375086023815705, 8.536421321781448, 456.30743892490864]	['4865785_3', '4869056_1', '4865402_6']
4862504_4	[47.37212814659155, 8.510406338652, 465.24842288158834]	['4862091_4']
4859195_0	[47.37079792228077, 8.548502574741208, 470.45860149059445]	['4858520_7', '4859195_3', '4859195_3', '4859195_3']
4859195_3	[47.37057582354484, 8.549027646385847, 470.86865898407996]	['4859195_0', '4859195_0', '4859195_0', '6245485_1']
6114333_12	[47.368487152301846, 8.528110702716733, 461.80126032978296]	['6114340_3', '6114334_0', '6114317_2']
6102176_0	[47.36641518831419, 8.553632317167011, 472.24801114574075]	['4860978_3', '6104543_1', '6102174_14', '4861006_0']
6128404_8	[47.38793075436627, 8.54690248746916, 536.1908731414005]	['6128387_9', '6128405_0', '6128389_0']
4861826_0	[47.38048739048525, 8.517251208344101, 455.75142718758434]	['4858115_0', '4858246_0', '4858598_0', '4865750_2']
4858510_7	[47.372796041101964, 8.517416017187365, 461.81061667297035]	['6112704_3', '4862501_3', '4865577_0']
4858209_0	[47.37209633119773, 8.548699496337825, 469.39896893221885]	['4858520_0', '4865963_9', '4858209_9']
4868452_6	[47.37695097565327, 8.540649025321292, 455.54724469501525]	['4869517_2', '4867323_4', '4858180_0']
4859218_1	[47.36941620717071, 8.549739140121131, 470.774007352069]	['4859218_0', '4858550_1', '6104541_6']
4868607_0	[47.38947231502473, 8.539075139276134, 494.78567924629897]	['4868611_0', '4865053_0', '4868607_6']
4868607_6	[47.38958348788356, 8.540068810689462, 502.94538368005306]	['4856959_4', '4868607_0', '4861612_10']
6159776_3	[47.38506137744289, 8.523262759774024, 452.6832748716697]	['6159776_0']
6159776_0	[47.38490872867481, 8.523912893277563, 452.2280255397782]	['6159816_0', '6159815_0', '6159776_3']
4858596_0	[47.38045232831782, 8.525547404772547, 455.03318145498633]	['4865364_2', '4858596_3', '6144757_2']
4858596_3	[47.37995075369167, 8.524977943762558, 455.5100818835199]	['4865369_0', '4858112_0', '4858596_0']
4859148_1	[47.36775218389435, 8.539154370540318, 456.0480822874233]	['4859148_0', '4869757_0', '4857426_0']
4859148_0	[47.367902844932765, 8.539948199221124, 456.0508838612586]	['4859148_1', '4860965_0', '4857449_0', '4862486_1']
6245087_0	[47.37578295508525, 8.549077763483185, 499.80383526999503]	['4858938_12', '4862282_1', '6388447_2']
4861941_10	[47.3729561899049, 8.546755317988904, 464.94565617945045]	['4862495_1', '4866002_8', '4865983_1', '6105061_9']
6127994_0	[47.381524763975946, 8.541394737385467, 462.2863879920915]	['6127919_3', '6128004_4', '6127994_2']
6127994_2	[47.381159193872676, 8.54166609827161, 462.17908219620585]	['6127920_0', '6127994_0', '6127998_3']
6104363_3	[47.36441306633782, 8.548588772197173, 455.70439462084323]	['4857490_2', '6104366_0', '4859439_0']
4861682_4	[47.38384830760113, 8.546152398738153, 521.2744402177632]	['4868730_10', '4861682_0', '4859275_0', '4859284_0']
4861682_0	[47.38346927536117, 8.54532245825339, 512.9282806487754]	['6127414_0', '4869270_8', '4861682_4']
6174182_0	[47.371854263325105, 8.541846903464368, 456.1095206066966]	['6174181_2', '4858083_0', '6245415_3']
4865579_3	[47.372174543912266, 8.516886065290898, 462.44179327692837]	['4862503_2', '4865968_5', '4869818_8']
6104670_0	[47.36805372335721, 8.546441181246534, 460.9939375659451]	['6104669_1', '6245576_0', '4857435_0']
4858562_1	[47.38431393721086, 8.531277593506706, 452.8261926090345]	['4858224_2', '4861678_12', '4858558_8']
6245190_0	[47.37703014131424, 8.546546086086686, 496.0320894969627]	['4863778_0', '4867595_6', '4858177_0']
4862119_21	[47.38864680692623, 8.555735878709275, 668.4610630124807]	['4857666_10']
6267982_2	[47.38823227416682, 8.52878512976536, 451.4103228254244]	['4867570_2', '4867570_0', '6389333_0']
4865974_0	[47.371656697129644, 8.539025245212125, 458.46688715275377]	['4869549_0', '4862085_1', '4858517_1']
4861006_0	[47.36575845058769, 8.553879088218507, 472.1744979135692]	['6101872_0', '6102176_0', '4861006_4']
4861006_4	[47.3652004657187, 8.554166499956033, 472.37068251054734]	['6103979_0', '4861006_0', '6103553_1']
4858499_0	[47.37341176047322, 8.529034494831711, 458.232305444777]	['6245328_1', '4858369_0', '4862500_3', '4858499_5']
4858499_5	[47.37318973159257, 8.527932718829712, 458.5030014468357]	['6114826_1', '4865574_6', '6114964_0', '4858499_0']
4863559_0	[47.37703102390751, 8.527305387860235, 456.90546875540167]	['4862270_3', '4865391_0', '4868702_0']
4862274_0	[47.377533240537055, 8.515077431939197, 458.88843036070466]	['4863951_0', '4865387_3', '4862274_5']
4862274_5	[47.377122793122936, 8.515961158475374, 458.98762911371887]	['4868900_1', '6246123_1', '4862274_0']
6113593_0	[47.363643212126, 8.527997826252328, 467.8371803946793]	['6114142_0', '6114126_0', '4857464_0']
4859197_10	[47.37050093503257, 8.540031339053888, 456.2949299151078]	['4862093_3', '4858517_0', '4862103_0']
6036996_10	[47.38159723980646, 8.51535996166316, 454.9563883850351]	['4858598_0', '6388219_1', '6036999_0']
6104540_0	[47.36916901644133, 8.54827994564112, 479.11913349851966]	['6104539_1', '6104540_2', '6388665_5']
4858147_0	[47.37943862270771, 8.516144070741326, 457.5703156432137]	['6144228_0', '4858260_1', '4858761_0']
4869318_2	[47.37926254179067, 8.52426238697964, 455.63962315022945]	['6166677_1', '4858150_0', '4865369_0']
6234850_0	[47.38961296176673, 8.521374185793158, 450.5441164718941]	['4857983_7', '6133068_7', '6133069_0']
6112578_7	[47.364265272908696, 8.520179934695474, 465.30939916335046]	['4861032_0', '4859449_4', '6112585_13']
4869292_0	[47.38173823524289, 8.545206644526811, 504.48498007748276]	['4860371_0', '4858580_3', '4860385_4']
4869506_0	[47.376770717663184, 8.534403721872245, 455.9910132549703]	['4868902_0', '6265713_2', '4868898_0']
6247118_0	[47.37300828730674, 8.542605377158727, 454.098703536205]	['6247119_0']
6166537_0	[47.38655357641031, 8.523547806827347, 451.48903622012585]	['6166536_0', '6166972_2', '6132181_2']
4860470_4	[47.361760198802614, 8.525579595094394, 467.4615904763341]	['6114018_39']
4856953_1	[47.39009097595478, 8.527643072718877, 452.8895475398749]	['4863756_25', '6131214_7', '4857971_0', '4865049_2']
4858953_0	[47.37585920468892, 8.51256847739837, 460.6143801147118]	['4861929_3', '4858941_4', '6048896_0', '4858953_4']
4858953_4	[47.375272485230695, 8.513471115996591, 460.91302647907287]	['4858941_0', '6112700_0', '4858953_0', '4869782_6']
4861815_0	[47.38149186480923, 8.532991781112017, 453.52393910847604]	['4860373_0', '4858584_0', '4865350_0', '4861688_2']
6159886_0	[47.38194880563998, 8.539298175657004, 453.8173781586811]	['6159886_5', '6159895_17', '4858245_10']
4857488_0	[47.36413485420891, 8.552946870463948, 465.85373057145625]	['4866218_0', '4857488_7', '6103981_0']
6114173_2	[47.36411504072034, 8.525847621952375, 467.56309668626636]	['6114288_5', '4861027_0', '6114174_21']
4867352_3	[47.38983881540587, 8.542152694030742, 511.80160747561604]	['4857963_0', '4867315_7', '4856959_4']
6125593_0	[47.382540218311334, 8.552255728525806, 556.5827456470579]	['4858237_0', '6125599_0', '6125594_0']
6388657_3	[47.368819974723394, 8.538922217513338, 456.1544928876683]	['6388653_9']
4859213_0	[47.36949080440817, 8.544222577794404, 457.7813755841926]	['4859210_0', '4859213_3', '6388659_2']
4859213_3	[47.369639458860945, 8.544449145347162, 460.19175400212407]	['6106295_8', '6106662_0', '4859213_0']
6127900_3	[47.37945469620066, 8.543733884583663, 468.02950928825885]	['6127900_0', '6127906_5', '6127903_11']
6127900_0	[47.37888944390036, 8.544000707994506, 469.4547362392768]	['6127901_3', '6388574_0', '6127900_3']
4867313_0	[47.39000665242983, 8.548393486614621, 556.2468708027154]	['6125387_2', '4865046_10', '4867313_3', '4867564_7']
4867313_3	[47.389903794193835, 8.549142016877877, 559.8283882262185]	['4867313_0', '6125390_0', '4868448_0']
6388266_4	[47.37416503653323, 8.515581985861962, 460.8328370274976]	['6388266_0']
4866363_0	[47.36259970222443, 8.53088548022731, 463.28903194889426]	['4866363_11']
6159661_8	[47.382887500341475, 8.537293333562268, 453.5649127084762]	['4863977_0', '4858236_4', '4858582_5']
4858560_1	[47.38441370529924, 8.54673263601547, 529.444358064793]	['4858560_0', '4859284_0', '6127544_4']
4869078_0	[47.37191935158299, 8.512473064713834, 464.2889004955068]	['4862091_4', '4861940_0', '4865532_0', '4862512_0']
4857445_0	[47.36768289764578, 8.534552191954512, 456.08990219049156]	['4857444_0', '4869968_4', '4862470_0', '4862662_0']
4856965_2	[47.38834598352092, 8.54063472588377, 502.36709152907133]	['6127415_0', '6246595_2', '4856965_0']
6114411_9	[47.36659667519242, 8.54183592094088, 456.42443419992924]	['6117531_10', '6246209_4', '6114410_3']
4869077_1	[47.37111755835601, 8.538748787660218, 457.3725916752592]	['4864810_0', '4858519_0', '4862085_1']
6166592_0	[47.382752470495824, 8.542431048648098, 482.45209338422865]	['6128134_5', '4858588_0', '4859295_17']
6114313_0	[47.36430405395693, 8.523331454935096, 465.3741279281676]	['6245589_2', '6245589_2', '6114313_17']
6057886_6	[47.378373566249714, 8.54157772639345, 455.1265441086143]	['4869323_17', '4865383_6', '6235363_0']
6037025_0	[47.38296862916474, 8.515264310805556, 451.6038532163948]	['4869281_1', '4865217_10', '6481179_1']
6037025_5	[47.383090284356705, 8.514853080298874, 451.1339440215379]	['6234894_10', '6037025_14', '4869281_1', '6037025_14']
4868634_13	[47.38773287741281, 8.527238523965316, 451.5452013844624]	['4868631_0', '4867583_0', '4861611_1', '4861633_0']
4862662_0	[47.36715038831301, 8.534921367476692, 455.7879383089021]	['4862664_1', '4860991_0', '4857445_0']
4866177_7	[47.366491224697675, 8.538005895932368, 455.69557345844805]	['4857352_1', '4860981_7', '4859152_0']
4861008_7	[47.36545660295077, 8.555357376175117, 474.07180272229016]	['4861015_4']
4857485_1	[47.36436102898464, 8.55009594106132, 457.9340110141784]	['4859439_3', '6104367_0', '4864643_2']
6128000_7	[47.38031240102751, 8.541699862285476, 456.7832895964384]	['6128004_4', '6127540_0', '6127998_3']
4864593_0	[47.367914698141625, 8.535381236634557, 456.10145424399525]	['6114403_0', '4857444_0', '4864593_4']
4865198_1	[47.37769076803467, 8.525592655751442, 456.92544552497566]	['4858176_0', '4863770_0', '6145024_3']
4860372_0	[47.381497293292604, 8.530757035580146, 453.55317408498377]	['4861813_3', '4858587_0', '4861820_10']
4859281_0	[47.38483077062078, 8.529755370804027, 452.47435578145087]	['4857996_0', '4857994_3', '4865204_0', '4869277_0']
4869632_0	[47.368725815786135, 8.521719642041994, 461.4480574047193]	['4862475_0', '6114379_0', '4865951_4']
4865995_4	[47.373888693824014, 8.513500259508369, 462.19165883772075]	['4858508_0', '6049122_0', '4869782_6', '4858509_5']
4864609_0	[47.36691579547582, 8.520165227947729, 462.64240636117756]	['4859438_1', '4857453_3', '4860993_0']
4861363_3	[47.38497035518583, 8.538709517168748, 476.49797118175775]	['4863780_0', '6127825_18', '4861363_0']
4861363_0	[47.38443482184848, 8.539164182243479, 474.98493119794875]	['4859283_0', '4868709_0', '4861363_3']
4865404_4	[47.37476751024788, 8.551680703768561, 497.5148947471753]	['6106814_0', '4862311_4', '4865404_0']
4858197_0	[47.37481897669134, 8.543808091966405, 455.64870097860694]	['4858197_1', '4865405_0', '4858190_1']
4858197_1	[47.37472010439655, 8.543807830849586, 455.9289628136903]	['4858197_0', '4858205_3', '4865540_2']
4858238_3	[47.38292204913488, 8.530945988237704, 453.1412118449807]	['4859292_0', '4861813_0', '4858235_3', '4858238_0']
4858238_0	[47.38222377280716, 8.530340903927936, 453.43566953390837]	['4858587_0', '4861813_3', '4858238_3', '4863972_0']
4859295_0	[47.383849921218896, 8.5421008782888, 472.4755206005648]	['4863963_0', '4859295_17', '6128013_2', '4865209_4']
6159817_1	[47.38610180931252, 8.5216248904505, 451.78216562699527]	['6132178_11', '4863759_10', '4868693_11']
4741711_3	[47.36740158882462, 8.523398893387073, 467.84687068872154]	['5949032_1', '5949031_7', '4750904_0', '4741711_5']
4741711_5	[47.36725822525545, 8.52329808262847, 469.0363511471078]	['4866610_0', '5967197_0', '4741711_29', '4741711_3']
6115688_0	[47.37681164406652, 8.543375815062825, 456.4948646668345]	['6115454_0', '6115690_0', '6115695_7']
6125413_2	[47.38294673210376, 8.548171412968623, 532.2437907299027]	['6246698_0', '6246698_0', '6246698_0', '6125412_2']
6117531_10	[47.366627290175224, 8.541828875209582, 456.3243603669107]	['6114411_9', '6117531_0', '4866174_0', '6117537_3']
4869066_7	[47.373076150329936, 8.551599421895325, 488.4404507391155]	['6104899_1', '6104811_9', '4861933_11']
4858570_0	[47.38337362597849, 8.531665866318628, 452.8882916867733]	['4858576_0', '4859292_0', '4863961_0', '4858228_2']
4865769_4	[47.37700342717519, 8.516378200052598, 459.0785261327401]	['6246123_1', '4861645_0', '4858761_4']
6244874_0	[47.372710306488926, 8.53439228292468, 458.62476749159396]	['6388298_0', '6388276_1', '4862318_0']
6112606_0	[47.36390731716922, 8.517401059401791, 474.83713834825903]	['4857504_7', '6245813_0', '6112589_0']
6104623_1	[47.363049430492715, 8.551911347357247, 459.1646446902305]	['4870005_6', '4866351_4', '6104640_0']
6127825_18	[47.38522839496864, 8.538488583009224, 477.0475104479119]	['6127819_2', '4861363_3', '6127819_0']
4860371_9	[47.381880790579935, 8.546275529709101, 513.1715248059481]	['4861824_0', '4869288_9', '4860371_0']
4865540_2	[47.37446307244134, 8.543796042886434, 456.29065467696637]	['4865548_0', '6388303_6', '4858197_1']
6115702_0	[47.37226268453228, 8.540427210407255, 464.9578714277595]	['4862305_4', '4869042_1', '6245455_2']
4862101_0	[47.370011613326625, 8.543740828640388, 461.78948420099914]	['6106662_0', '4859210_4', '4862099_0']
6106171_0	[47.36803570448423, 8.544619083964207, 455.475823154673]	['4865947_1', '4859150_3', '4862217_2']
6245328_1	[47.37344597055341, 8.529018125755083, 458.16923141200095]	['4858499_0', '6245324_1', '6245324_1', '4858374_0']
6037035_4	[47.38244647585599, 8.513280278223935, 454.00922798831016]	['6037030_4']
6159880_3	[47.3810743895395, 8.539800625106258, 453.081186639145]	['4860376_5', '6159882_0', '6159879_0']
6128450_0	[47.38670780022451, 8.541203113539416, 496.9828576268628]	['6128451_2', '6128445_0', '6128450_5']
4857669_0	[47.383629308237545, 8.552600153648617, 568.4605148462579]	['4861681_2', '4858231_5', '4857669_4']
6246595_2	[47.38842162853268, 8.540603029701648, 502.3859231006354]	['6246594_0', '6246594_0', '4856965_2']
4858597_1	[47.38001563480827, 8.536904778880299, 454.18890656903386]	['4858113_0', '4860384_2', '4858593_0']
4857490_2	[47.36445065865242, 8.54855586053031, 455.7043284745887]	['6104363_3', '4864642_2', '4857490_0']
4865228_8	[47.3828408297271, 8.513850989643421, 454.0386107703671]	['6051547_0', '4861689_0', '4865228_0']
4857490_0	[47.36410508546466, 8.547463268257026, 455.1103443838656]	['4864620_0', '4857486_0', '4864615_0', '4857490_2']
4856974_13	[47.38667109271257, 8.553908693686255, 630.190140042454]	['4861356_9', '4857980_0', '4863941_8']
4858270_0	[47.37874567633746, 8.51599347718777, 457.92230118252337]	['4858761_0', '4863771_0', '4858270_3', '4863771_8']
6128411_9	[47.38841945492318, 8.541276427945876, 506.86525030899793]	['4751007_16', '6127415_0', '4751007_15']
4858538_0	[47.369935798808754, 8.535679670491778, 457.20980916544795]	['4858538_1', '4859198_0', '6115966_6', '4858544_6']
6244879_1	[47.370966728450405, 8.531369537470923, 460.7894228696823]	['4869831_15', '4869083_6', '6244886_0']
4865052_6	[47.39161729355797, 8.513567781137434, 448.511646065861]	['4865052_0']
4865052_0	[47.389788057050644, 8.512241681902179, 449.9848243081942]	['6233954_4', '4867354_6', '6233865_0', '4865052_6']
4858237_0	[47.382305101518554, 8.551758856071542, 553.2298695305362]	['4858240_6', '6125594_0', '6125593_0', '4869278_0']
6127720_1	[47.38695124769142, 8.534104028760398, 456.48236325290054]	['6127720_0', '6131103_2', '5929980_0']
6127720_0	[47.38674838378779, 8.534391408440811, 457.3916112240404]	['6127720_1', '4861355_9', '6265759_1']
4858118_0	[47.38015504264695, 8.513837190120723, 456.58173573669046]	['6036997_4', '6036742_0', '4858118_4']
4867998_4	[47.36685182981196, 8.551033528100266, 483.73948073387146]	['4867998_0']
4858118_4	[47.37958125759953, 8.515777286391257, 457.24730645120144]	['4858260_1', '6037001_5', '4858118_0']
6166649_6	[47.3801901690757, 8.55241057772309, 554.2958096945658]	['4869313_0', '4865739_7', '4863985_4']
4858800_1	[47.366145567544166, 8.54664667252358, 456.00677483156323]	['4858800_0', '4859435_1', '6114413_10']
4858800_0	[47.36591910917417, 8.546927437484973, 455.9440901931375]	['4858800_1', '4857353_0', '4866193_0']
6114349_1	[47.36907644845375, 8.529240623926398, 460.5015649013221]	['6114338_2', '4869831_15', '6114347_2']
4869329_0	[47.377396523658355, 8.538863583198514, 455.41286490205675]	['6117843_0', '4863952_11', '6057883_0']
4861962_3	[47.372496662214836, 8.545607637531042, 460.7610292965546]	['4866002_0', '4869799_8', '4866005_0']
6132178_0	[47.385576284745326, 8.520953997734168, 451.35223174560815]	['6481157_1', '6265794_3', '6132178_11']
6125364_0	[47.38739708223148, 8.553081719445421, 621.6850522244349]	['6125366_16', '4861623_7', '4857980_0']
6114341_2	[47.36893832295556, 8.528893020770091, 459.01027998980135]	['6114335_2', '6114332_0', '6114331_1']
4865055_0	[47.38910404201218, 8.530386699495535, 459.53940216079354]	['6131194_0', '6131215_0', '4865055_8']
4865055_8	[47.389699395910135, 8.531276655855729, 471.429929446429]	['6130960_0', '6130993_5', '4865055_0']
6133224_22	[47.39115963360471, 8.519096424738484, 450.4973069643602]	['6133069_0']
4866230_3	[47.37038512544345, 8.514071205667381, 466.75035416428]	['6048766_0', '6048769_4', '4859205_0']
4863948_7	[47.385577503642054, 8.54108113210686, 487.3389738500118]	['6128013_2', '4857984_1', '4867319_0']
4858084_1	[47.371823053638096, 8.540002570026772, 462.5334622198716]	['4861934_5', '4858517_0', '6245439_5']
4858255_18	[47.37996217994048, 8.544124916467458, 477.64477188978344]	['4861835_5', '4865358_11', '4858255_0']
4868895_13	[47.377737365330404, 8.537713212995607, 455.9461219282821]	['6057883_0', '4865386_0', '6244941_0']
4858150_0	[47.37944082464989, 8.523929006952468, 455.62248645257205]	['4865366_0', '4869318_2', '4858114_0', '4863772_5']
6144757_2	[47.38065766346133, 8.525769850403986, 454.9094141712412]	['6144758_8', '4858596_0', '6145021_3']
4865355_2	[47.38072542233586, 8.53415758902291, 453.7177943456918]	['4860373_0', '4860380_1', '4869305_4']
4868732_6	[47.38232875422751, 8.5284466308185, 453.28129756171256]	['4859289_5', '4858575_0', '6234039_0']
